prop0,CO0,prop1,CO1,prop2,CO2,sequence,0,0
4,32,4,32,4,31,103,0,0
4,32,4,32,4,31,104,0,0
4,32,4,32,4,31,105,0,0
4,32,4,32,4,31,106,0,0
4,32,4,32,4,31,107,0,0
4,32,4,32,4,31,108,0,0
4,32,4,32,4,31,109,0,0
4,32,4,32,4,31,110,0,0
4,32,4,32,4,33,111,0,0
4,32,4,32,4,33,112,0,0
4,32,4,32,4,33,113,0,0
4,32,4,32,4,33,114,0,0
4,32,4,32,4,33,115,0,0
4,32,4,32,4,33,116,0,0
4,32,4,32,4,33,117,0,0
4,32,4,32,4,33,118,0,0
4,32,4,32,4,33,119,0,0
4,32,4,32,4,33,120,0,0
4,32,4,32,4,31,121,0,0
4,32,4,33,4,31,122,0,0
4,32,4,32,4,31,123,0,0
4,32,4,32,4,31,124,0,0
4,32,4,32,4,31,125,0,0
4,32,4,32,4,31,126,0,0
4,32,4,32,4,31,127,0,0
4,32,4,32,4,31,128,0,0
4,32,4,32,4,31,129,0,0
4,32,4,32,4,31,130,0,0
4,32,4,32,4,31,131,0,0
4,30,4,32,4,30,132,0,0
4,32,4,32,4,31,133,0,0
4,32,4,32,4,31,134,0,0
4,30,4,32,4,31,135,0,0
4,32,4,32,4,31,136,0,0
4,32,4,32,4,31,137,0,0
4,32,4,32,4,31,138,0,0
4,30,4,32,4,31,139,0,0
4,32,4,32,4,31,140,0,0
4,32,4,32,4,31,141,0,0
4,32,4,32,4,31,142,0,0
4,32,4,32,4,31,143,0,0
4,32,4,32,4,31,144,0,0
4,32,4,32,4,31,145,0,0
4,32,4,33,4,31,146,0,0
4,32,4,32,4,31,147,0,0
4,32,4,32,4,31,148,0,0
4,32,4,32,4,31,149,0,0
4,32,4,32,4,31,150,0,0
4,32,4,32,4,31,151,0,0
4,32,4,33,4,30,152,0,0
4,32,4,32,4,31,153,0,0
4,32,4,32,4,30,154,0,0
4,32,4,32,4,31,155,0,0
4,32,4,32,4,31,156,0,0
4,32,4,32,4,31,157,0,0
4,32,4,32,4,31,158,0,0
4,30,4,32,4,30,159,0,0
4,30,4,33,4,30,160,0,0
4,32,4,35,4,31,161,0,0
4,32,4,35,4,31,162,0,0
4,32,4,35,4,31,163,0,0
4,32,4,35,4,33,164,0,0
4,32,4,35,4,33,165,0,0
4,32,4,33,4,31,166,0,0
4,32,4,33,4,31,167,0,0
4,32,4,33,4,33,168,0,0
4,32,4,33,4,31,169,0,0
4,32,4,33,4,31,170,0,0
4,32,4,33,4,31,171,0,0
4,32,4,33,4,31,172,0,0
4,32,4,33,4,31,173,0,0
4,32,4,33,4,31,174,0,0
4,32,4,33,4,31,175,0,0
4,32,4,33,4,31,176,0,0
4,32,4,33,4,31,177,0,0
4,32,4,33,4,31,178,0,0
4,32,4,32,4,31,179,0,0
4,32,4,32,4,31,180,0,0
4,32,4,32,4,31,181,0,0
4,32,4,32,4,31,182,0,0
4,32,4,33,4,31,183,0,0
4,32,4,32,4,31,184,0,0
4,32,4,33,4,31,185,0,0
4,32,4,32,4,31,186,0,0
4,32,4,33,4,31,187,0,0
4,32,4,33,4,31,188,0,0
4,32,4,33,4,33,189,0,0
4,32,4,33,4,36,190,0,0
4,32,4,35,4,36,191,0,0
4,32,4,35,4,38,192,0,0
4,32,4,35,5,40,193,0,0
4,32,4,35,5,40,194,0,0
4,32,4,33,5,40,195,0,0
4,32,4,33,5,40,196,0,0
4,32,4,33,5,38,197,0,0
4,32,4,33,4,38,198,0,0
4,32,4,33,4,38,199,0,0
4,32,4,33,4,36,200,0,0
4,32,4,33,4,36,201,0,0
4,32,4,33,4,36,202,0,0
4,32,4,33,4,36,203,0,0
4,32,4,33,4,36,204,0,0
4,32,4,33,4,36,205,0,0
4,32,4,33,4,36,206,0,0
4,32,4,33,4,34,207,0,0
4,32,4,33,4,34,208,0,0
4,32,4,32,4,34,209,0,0
