prop0,CO0,prop1,CO1,prop2,CO2,sequence,0,0
4,29,3,27,4,28,57,0,0
4,29,3,27,4,27,58,0,0
4,29,3,27,4,28,59,0,0
4,29,3,27,3,28,60,0,0
4,29,3,27,4,28,61,0,0
4,29,3,27,4,28,62,0,0
4,29,3,27,4,28,63,0,0
4,29,3,27,4,27,64,0,0
4,29,3,27,3,28,65,0,0
4,29,3,27,4,28,66,0,0
4,29,3,27,4,28,67,0,0
4,29,3,27,4,28,68,0,0
4,29,3,27,4,28,69,0,0
4,29,3,27,3,28,70,0,0
4,29,3,27,3,27,71,0,0
4,29,3,27,4,28,72,0,0
4,29,3,27,4,27,73,0,0
4,29,3,27,3,28,74,0,0
4,29,3,27,3,27,75,0,0
4,29,3,27,4,27,76,0,0
4,29,3,27,3,27,77,0,0
4,29,3,28,3,27,78,0,0
4,29,3,27,3,27,79,0,0
4,29,4,27,3,27,80,0,0
4,29,3,27,3,27,81,0,0
4,29,3,27,3,27,82,0,0
4,29,3,27,3,28,83,0,0
4,29,3,27,3,27,84,0,0
4,29,3,27,3,28,85,0,0
4,29,3,27,3,27,86,0,0
4,29,3,27,3,28,87,0,0
4,29,3,28,3,27,88,0,0
4,29,3,27,3,27,89,0,0
4,29,3,28,3,27,90,0,0
4,29,3,27,3,27,91,0,0
4,29,4,27,3,27,92,0,0
4,29,4,27,4,27,93,0,0
4,29,3,27,3,27,94,0,0
4,29,3,27,3,28,95,0,0
4,29,3,28,4,28,96,0,0
4,29,3,27,4,28,97,0,0
4,29,3,27,4,28,98,0,0
4,29,3,27,4,28,99,0,0
4,29,4,27,4,28,100,0,0
4,29,4,27,4,28,101,0,0
4,29,3,27,4,28,102,0,0
4,29,4,28,4,28,103,0,0
4,29,3,27,4,28,104,0,0
4,29,3,27,4,28,105,0,0
4,29,3,27,4,28,106,0,0
4,29,3,27,4,28,107,0,0
4,29,3,28,4,28,108,0,0
4,29,3,27,4,28,109,0,0
4,29,3,28,4,28,110,0,0
4,29,3,28,4,28,111,0,0
4,29,3,27,4,28,112,0,0
4,29,4,28,4,28,113,0,0
4,29,3,27,4,28,114,0,0
4,29,4,27,4,28,115,0,0
4,29,3,27,4,28,116,0,0
4,29,4,27,4,28,117,0,0
4,29,4,27,4,28,118,0,0
4,29,3,28,4,28,119,0,0
4,29,4,28,4,28,120,0,0
4,29,3,27,4,28,121,0,0
4,29,3,27,4,28,122,0,0
4,29,3,27,4,28,123,0,0
4,29,4,28,4,28,124,0,0
4,29,4,28,4,28,125,0,0
4,29,3,28,4,28,126,0,0
4,29,4,28,4,28,127,0,0
4,29,4,28,4,28,128,0,0
4,29,4,28,4,28,129,0,0
4,29,4,28,4,28,130,0,0
4,29,4,28,4,28,131,0,0
4,29,3,28,4,28,132,0,0
4,29,4,28,4,28,133,0,0
4,29,4,28,4,28,134,0,0
4,29,4,28,4,28,135,0,0
4,29,4,28,4,28,136,0,0
4,29,4,28,4,28,137,0,0
4,29,4,28,4,28,138,0,0
4,29,4,28,4,28,139,0,0
4,29,4,28,4,28,140,0,0
4,29,4,28,4,28,141,0,0
4,29,4,28,4,28,142,0,0
4,29,4,28,4,28,143,0,0
4,29,4,28,4,28,144,0,0
4,29,4,28,4,28,145,0,0
4,29,4,28,4,28,146,0,0
4,29,4,28,4,28,147,0,0
4,29,4,28,4,28,148,0,0
4,29,4,28,4,28,149,0,0
4,29,4,28,4,28,150,0,0
4,29,4,28,4,28,151,0,0
4,29,4,28,4,28,152,0,0
4,29,4,28,4,28,153,0,0
4,29,4,28,4,28,154,0,0
4,29,4,28,4,28,155,0,0
4,29,4,28,4,28,156,0,0
4,29,4,28,4,28,157,0,0
4,29,4,28,4,28,158,0,0
4,29,4,28,4,28,159,0,0
4,29,4,28,4,28,160,0,0
4,29,4,28,4,28,161,0,0
4,29,4,28,4,28,162,0,0
4,29,4,28,4,28,163,0,0
4,29,4,28,4,28,164,0,0
4,29,4,28,4,28,165,0,0
4,29,4,28,4,28,166,0,0
4,29,4,28,4,28,167,0,0
4,29,4,28,4,28,168,0,0
4,29,4,28,4,28,169,0,0
4,29,4,28,4,28,170,0,0
4,29,4,28,4,28,171,0,0
4,29,4,28,4,28,172,0,0
4,29,4,28,4,28,173,0,0
4,29,4,28,4,28,174,0,0
4,29,4,28,4,28,175,0,0
4,29,4,28,4,28,176,0,0
4,29,4,28,4,28,177,0,0
4,29,4,28,4,28,178,0,0
4,29,4,28,4,28,179,0,0
4,29,4,28,4,28,180,0,0
4,29,4,28,4,28,181,0,0
4,29,4,28,4,28,182,0,0
4,29,4,28,4,28,183,0,0
4,29,4,28,4,28,184,0,0
4,29,4,28,4,28,185,0,0
4,29,4,28,4,28,186,0,0
4,29,4,28,4,28,187,0,0
4,29,4,28,4,28,188,0,0
4,29,4,28,4,28,189,0,0
4,29,4,28,4,28,190,0,0
4,29,4,28,4,28,191,0,0
4,29,4,28,4,28,192,0,0
4,29,4,28,4,28,193,0,0
4,29,4,28,4,28,194,0,0
4,29,4,28,4,28,195,0,0
4,29,4,28,4,28,196,0,0
4,29,4,28,4,28,197,0,0
4,29,4,28,4,28,198,0,0
4,29,4,28,4,28,199,0,0
4,29,4,28,4,28,200,0,0
4,29,4,28,4,28,201,0,0
4,29,4,28,4,28,202,0,0
4,29,4,28,4,28,203,0,0
4,29,4,28,4,28,204,0,0
4,29,4,28,4,28,205,0,0
4,29,4,28,4,28,206,0,0
4,29,4,28,4,28,207,0,0
4,29,4,28,4,28,208,0,0
4,29,4,28,4,28,209,0,0
4,29,4,28,4,28,210,0,0
4,29,4,28,4,28,211,0,0
4,29,4,28,4,28,212,0,0
4,29,4,28,4,28,213,0,0
4,29,4,28,4,28,214,0,0
4,29,4,28,4,28,215,0,0
4,29,4,28,4,28,216,0,0
4,29,4,28,4,28,217,0,0
4,29,4,28,4,28,218,0,0
4,29,4,28,4,28,219,0,0
4,29,4,28,4,28,220,0,0
4,29,4,28,4,28,221,0,0
4,29,4,28,4,28,222,0,0
4,29,4,28,4,28,223,0,0
4,29,4,28,4,28,224,0,0
4,29,4,28,4,28,225,0,0
4,29,4,28,4,28,226,0,0
4,29,4,28,4,28,227,0,0
4,29,4,28,4,28,228,0,0
4,29,4,28,4,28,229,0,0
4,29,4,28,4,28,230,0,0
4,29,4,28,4,28,231,0,0
4,29,4,28,4,28,232,0,0
4,29,4,28,4,28,233,0,0
4,29,4,28,4,28,234,0,0
4,29,4,28,4,28,235,0,0
4,29,4,28,4,28,236,0,0
4,29,4,28,4,28,237,0,0
4,29,4,28,4,28,238,0,0
4,29,4,28,4,28,239,0,0
4,29,4,28,4,28,240,0,0
4,29,4,28,4,28,241,0,0
4,29,4,28,4,28,242,0,0
4,29,4,28,4,28,243,0,0
4,29,4,28,4,28,244,0,0
4,29,4,28,4,28,245,0,0
4,29,4,28,4,28,246,0,0
4,29,4,28,4,28,247,0,0
4,29,4,28,4,28,248,0,0
4,29,4,28,4,28,249,0,0
4,29,4,28,4,28,250,0,0
4,29,4,28,4,28,251,0,0
4,29,4,28,4,28,252,0,0
4,29,4,28,4,28,253,0,0
4,29,4,28,4,28,254,0,0
4,29,4,28,4,28,255,0,0
4,29,4,28,4,28,256,0,0
4,29,4,28,4,28,257,0,0
4,29,4,28,4,28,258,0,0
4,29,4,28,4,28,259,0,0
4,29,4,28,4,28,260,0,0
4,29,4,28,4,28,261,0,0
4,29,4,28,4,28,262,0,0
4,29,4,28,4,28,263,0,0
4,29,4,28,4,28,264,0,0
4,29,4,28,4,28,265,0,0
4,29,4,28,4,28,266,0,0
4,29,4,28,4,28,267,0,0
4,29,4,28,4,28,268,0,0
4,29,4,28,4,28,269,0,0
4,29,4,28,4,28,270,0,0
4,29,4,28,4,28,271,0,0
4,29,4,28,4,28,272,0,0
4,29,4,28,4,28,273,0,0
4,29,4,28,4,28,274,0,0
4,29,4,28,4,28,275,0,0
4,31,4,28,4,28,276,0,0
4,29,4,28,4,28,277,0,0
4,29,4,28,4,30,278,0,0
4,29,4,28,4,28,279,0,0
4,29,4,28,4,28,280,0,0
4,31,4,28,4,28,281,0,0
4,29,4,28,4,28,282,0,0
4,31,4,28,4,28,283,0,0
4,31,4,28,4,28,284,0,0
4,29,4,28,4,28,285,0,0
4,29,4,28,4,28,286,0,0
4,29,4,28,4,28,287,0,0
4,29,4,28,4,28,288,0,0
4,29,4,28,4,28,289,0,0
4,29,4,28,4,28,290,0,0
4,29,4,28,4,28,291,0,0
4,29,4,28,4,28,292,0,0
4,29,4,28,4,28,293,0,0
4,31,4,28,4,28,294,0,0
4,29,4,28,4,28,295,0,0
4,31,4,28,4,28,296,0,0
4,29,4,28,4,28,297,0,0
4,31,4,28,4,28,298,0,0
4,29,4,28,4,28,299,0,0
4,29,4,28,4,28,300,0,0
4,29,4,28,4,28,301,0,0
4,29,4,28,4,28,302,0,0
4,29,4,28,4,28,303,0,0
4,29,4,28,4,28,304,0,0
4,29,4,28,4,28,305,0,0
4,29,4,28,4,28,306,0,0
4,29,4,28,4,28,307,0,0
4,29,4,28,4,28,308,0,0
4,29,4,28,4,28,309,0,0
4,29,4,28,4,28,310,0,0
4,29,4,28,4,28,311,0,0
4,31,4,28,4,28,312,0,0
4,31,4,28,4,28,313,0,0
4,29,4,28,4,28,314,0,0
4,29,4,28,4,28,315,0,0
4,31,4,28,4,28,316,0,0
4,31,4,28,4,28,317,0,0
4,31,4,28,4,28,318,0,0
4,29,4,28,4,28,319,0,0
4,29,4,38,4,34,320,0,0
4,35,4,36,4,34,321,0,0
4,35,4,36,4,34,322,0,0
4,35,4,36,4,34,323,0,0
4,35,4,36,4,34,324,0,0
4,35,4,36,4,34,325,0,0
4,35,4,36,4,34,326,0,0
4,35,4,36,4,34,327,0,0
4,35,4,36,4,34,328,0,0
4,35,4,36,4,34,329,0,0
4,35,4,36,4,34,330,0,0
4,35,4,36,4,34,331,0,0
4,35,4,36,4,34,332,0,0
4,35,4,36,4,34,333,0,0
4,35,4,36,4,34,334,0,0
4,35,4,36,4,34,335,0,0
4,35,4,36,4,34,336,0,0
4,35,4,36,4,34,337,0,0
4,35,4,36,4,34,338,0,0
4,35,4,36,4,34,339,0,0
4,35,4,36,4,34,340,0,0
4,35,4,36,4,34,341,0,0
4,35,4,36,4,34,342,0,0
4,35,4,36,4,34,343,0,0
4,35,4,36,4,34,344,0,0
4,35,5,38,4,36,345,0,0
4,35,4,38,4,36,346,0,0
4,35,4,36,4,36,347,0,0
4,35,4,36,4,34,348,0,0
4,35,4,36,4,34,349,0,0
4,35,4,36,4,34,350,0,0
4,35,4,36,4,34,351,0,0
4,35,4,36,4,34,352,0,0
4,35,4,36,4,34,353,0,0
4,35,4,36,4,34,354,0,0
4,35,4,36,4,34,355,0,0
4,35,4,38,4,34,356,0,0
4,35,4,36,4,34,357,0,0
4,35,4,36,4,34,358,0,0
4,35,4,36,4,34,359,0,0
4,35,4,36,4,34,360,0,0
4,35,4,36,4,34,361,0,0
4,35,4,36,4,34,362,0,0
4,35,4,36,4,34,363,0,0
4,35,4,36,4,34,364,0,0
4,35,4,36,4,34,365,0,0
4,35,4,36,4,34,366,0,0
4,35,4,36,4,34,367,0,0
4,35,4,38,4,34,368,0,0
4,35,4,36,4,34,369,0,0
4,35,4,36,4,34,370,0,0
4,35,4,36,4,34,371,0,0
4,35,4,36,4,34,372,0,0
4,35,4,36,4,34,373,0,0
4,35,4,36,4,34,374,0,0
4,35,4,36,4,34,375,0,0
4,35,4,36,4,34,376,0,0
4,35,4,36,4,34,377,0,0
4,35,4,36,4,34,378,0,0
4,35,4,36,4,34,379,0,0
4,35,4,36,4,34,380,0,0
4,35,4,36,4,34,381,0,0
4,35,4,36,4,34,382,0,0
4,35,4,36,4,34,383,0,0
4,35,4,36,4,34,384,0,0
4,35,4,36,4,34,385,0,0
4,35,4,36,4,34,386,0,0
4,35,4,36,4,34,387,0,0
4,35,4,36,4,34,388,0,0
4,35,4,36,4,34,389,0,0
4,35,4,36,4,34,390,0,0
4,35,4,36,4,34,391,0,0
4,35,4,36,4,34,392,0,0
4,35,4,36,4,34,393,0,0
4,35,4,36,4,34,394,0,0
4,35,4,36,4,34,395,0,0
4,35,4,36,4,34,396,0,0
4,35,4,36,4,34,397,0,0
4,35,4,36,4,34,398,0,0
4,35,4,36,4,34,399,0,0
4,35,4,36,4,34,400,0,0
4,35,4,36,4,34,401,0,0
4,35,4,36,4,34,402,0,0
4,35,4,36,4,34,403,0,0
4,35,4,36,4,34,404,0,0
4,35,4,36,4,34,405,0,0
4,35,4,36,4,34,406,0,0
4,35,4,36,4,34,407,0,0
4,35,4,36,4,34,408,0,0
4,35,4,36,4,34,409,0,0
4,35,4,36,4,34,410,0,0
4,35,4,36,4,34,411,0,0
4,35,4,36,4,34,412,0,0
4,35,4,36,4,34,413,0,0
4,35,4,36,4,34,414,0,0
4,35,4,36,4,34,415,0,0
4,35,4,36,4,34,416,0,0
4,35,4,36,4,34,417,0,0
4,35,4,36,4,34,418,0,0
4,35,4,36,4,34,419,0,0
4,35,4,36,4,34,420,0,0
4,35,4,36,4,34,421,0,0
4,35,4,38,4,34,422,0,0
4,35,4,36,4,34,423,0,0
4,35,4,36,4,34,424,0,0
4,35,4,36,4,34,425,0,0
4,35,4,36,4,34,426,0,0
4,35,4,36,4,34,427,0,0
4,35,4,36,4,34,428,0,0
4,35,4,36,4,34,429,0,0
4,35,4,36,4,34,430,0,0
4,35,4,36,4,34,431,0,0
4,35,4,36,4,34,432,0,0
4,35,4,36,4,34,433,0,0
4,35,4,36,4,34,434,0,0
4,35,4,36,4,34,435,0,0
4,35,4,36,4,34,436,0,0
4,35,4,36,4,34,437,0,0
4,35,4,36,4,34,438,0,0
4,35,4,36,4,36,439,0,0
4,35,4,36,4,34,440,0,0
4,35,4,36,4,34,441,0,0
4,35,4,36,4,34,442,0,0
4,35,4,38,4,34,443,0,0
4,35,4,36,4,34,444,0,0
4,35,4,36,4,34,445,0,0
4,35,4,36,4,34,446,0,0
4,35,4,36,4,34,447,0,0
4,35,4,36,4,34,448,0,0
4,35,4,36,4,34,449,0,0
4,35,4,36,4,34,450,0,0
4,35,4,36,4,34,451,0,0
4,35,4,36,4,34,452,0,0
4,35,4,36,4,34,453,0,0
4,35,4,36,4,34,454,0,0
4,35,4,36,4,34,455,0,0
4,35,4,36,4,34,456,0,0
4,35,4,36,4,34,457,0,0
4,35,4,36,4,34,458,0,0
4,35,4,36,4,34,459,0,0
4,35,4,36,4,34,460,0,0
4,35,4,36,4,34,461,0,0
4,35,4,36,4,34,462,0,0
4,35,4,36,4,34,463,0,0
4,35,4,36,4,34,464,0,0
4,35,4,36,4,34,465,0,0
4,35,4,36,4,34,466,0,0
4,35,4,36,4,34,467,0,0
4,35,4,38,4,34,468,0,0
4,35,4,36,4,34,469,0,0
4,35,4,38,4,34,470,0,0
4,35,4,36,4,34,471,0,0
4,35,4,36,4,34,472,0,0
4,35,4,36,4,34,473,0,0
4,35,4,36,4,34,474,0,0
4,35,4,36,4,34,475,0,0
4,35,4,36,4,34,476,0,0
4,35,4,36,4,34,477,0,0
4,35,4,36,4,34,478,0,0
4,35,4,36,4,34,479,0,0
4,35,4,36,4,34,480,0,0
4,35,4,36,4,34,481,0,0
4,35,4,36,4,34,482,0,0
4,35,4,36,4,34,483,0,0
4,35,4,36,4,34,484,0,0
4,35,4,36,4,34,485,0,0
4,35,4,36,4,34,486,0,0
4,35,4,36,4,34,487,0,0
4,35,4,36,4,34,488,0,0
4,35,4,36,4,34,489,0,0
4,35,4,36,4,34,490,0,0
4,35,4,36,4,34,491,0,0
4,35,4,36,4,34,492,0,0
4,35,4,36,4,34,493,0,0
4,35,4,36,4,34,494,0,0
4,35,4,36,4,34,495,0,0
4,35,4,36,4,34,496,0,0
4,35,4,36,4,34,497,0,0
4,35,4,36,4,34,498,0,0
4,35,4,36,4,34,499,0,0
4,35,4,36,4,34,500,0,0
4,35,4,36,4,34,501,0,0
4,35,4,36,4,34,502,0,0
4,35,4,36,4,34,503,0,0
4,35,4,36,4,34,504,0,0
4,35,4,36,4,34,505,0,0
4,35,4,36,4,34,506,0,0
4,35,4,36,4,34,507,0,0
4,35,4,36,4,34,508,0,0
4,35,4,36,4,34,509,0,0
4,35,4,36,4,34,510,0,0
4,35,4,36,4,34,511,0,0
4,35,4,36,4,34,512,0,0
4,35,4,36,4,34,513,0,0
4,35,4,36,4,34,514,0,0
4,35,4,36,4,34,515,0,0
4,35,4,36,4,34,516,0,0
4,35,4,36,4,34,517,0,0
4,35,4,36,4,34,518,0,0
4,35,4,36,4,34,519,0,0
4,35,4,36,4,34,520,0,0
4,35,4,36,4,34,521,0,0
4,35,4,36,4,34,522,0,0
4,35,4,36,4,34,523,0,0
4,35,4,36,4,34,524,0,0
4,35,4,36,4,34,525,0,0
4,35,4,36,4,34,526,0,0
4,35,4,40,4,36,527,0,0
4,35,5,40,4,36,528,0,0
4,35,5,40,4,36,529,0,0
4,35,5,40,4,36,530,0,0
4,35,5,40,4,36,531,0,0
4,35,5,40,4,36,532,0,0
4,35,5,40,4,36,533,0,0
4,35,5,40,4,36,534,0,0
4,35,5,40,4,36,535,0,0
4,35,5,40,4,36,536,0,0
4,35,5,40,4,36,537,0,0
4,35,5,40,4,36,538,0,0
4,35,5,40,4,36,539,0,0
4,35,5,40,4,36,540,0,0
4,35,5,40,4,36,541,0,0
4,35,5,40,4,36,542,0,0
4,35,5,40,4,36,543,0,0
4,35,5,40,4,36,544,0,0
4,35,5,40,4,36,545,0,0
4,35,5,40,4,36,546,0,0
4,35,5,40,4,36,547,0,0
4,35,5,40,4,36,548,0,0
4,35,5,40,4,36,549,0,0
4,35,5,40,4,36,550,0,0
4,35,5,40,4,36,551,0,0
4,35,5,40,4,36,552,0,0
4,35,5,40,4,36,553,0,0
4,35,5,40,4,36,554,0,0
4,35,5,40,4,36,555,0,0
4,35,5,40,4,36,556,0,0
4,35,5,40,4,36,557,0,0
4,35,5,40,4,36,558,0,0
4,35,5,40,4,36,559,0,0
4,35,5,40,4,36,560,0,0
4,35,5,40,4,36,561,0,0
4,35,5,40,4,36,562,0,0
4,35,5,40,4,36,563,0,0
4,35,5,40,4,36,564,0,0
4,35,5,40,4,36,565,0,0
4,35,5,40,4,36,566,0,0
4,35,5,40,4,36,567,0,0
4,35,5,40,4,36,568,0,0
4,35,5,40,4,36,569,0,0
4,35,5,40,4,36,570,0,0
4,35,5,40,4,36,571,0,0
4,35,5,40,4,36,572,0,0
4,35,5,40,4,36,573,0,0
4,35,5,40,4,36,574,0,0
4,35,5,40,4,36,575,0,0
4,35,5,40,4,36,576,0,0
4,35,5,40,4,36,577,0,0
4,35,5,40,4,36,578,0,0
4,35,5,40,4,36,579,0,0
4,35,5,40,4,36,580,0,0
4,35,5,40,4,36,581,0,0
4,35,5,40,4,36,582,0,0
4,35,5,40,4,36,583,0,0
4,35,5,40,4,36,584,0,0
4,35,5,40,4,36,585,0,0
4,35,5,40,4,36,586,0,0
4,35,5,40,4,36,587,0,0
4,35,5,40,4,36,588,0,0
4,35,5,40,4,36,589,0,0
4,35,5,40,4,36,590,0,0
4,35,5,40,4,36,591,0,0
4,35,5,40,4,36,592,0,0
4,35,5,40,4,36,593,0,0
4,35,5,40,4,36,594,0,0
4,35,5,40,4,36,595,0,0
4,35,5,40,4,36,596,0,0
4,35,5,40,4,36,597,0,0
4,35,5,40,4,36,598,0,0
4,35,5,40,4,36,599,0,0
4,35,5,40,4,36,600,0,0
4,35,5,40,4,36,601,0,0
4,35,5,40,4,36,602,0,0
4,35,5,40,4,36,603,0,0
4,35,5,40,4,36,604,0,0
4,35,5,40,4,36,605,0,0
4,35,5,40,4,36,606,0,0
4,35,5,40,4,36,607,0,0
4,35,5,40,4,36,608,0,0
4,35,5,40,4,36,609,0,0
4,35,5,40,4,36,610,0,0
4,35,5,40,4,36,611,0,0
4,35,5,40,4,36,612,0,0
4,35,5,40,4,36,613,0,0
4,35,5,40,4,36,614,0,0
4,35,5,40,4,36,615,0,0
4,35,5,40,4,36,616,0,0
4,35,5,40,4,36,617,0,0
4,35,5,40,4,36,618,0,0
4,35,5,40,4,36,619,0,0
4,35,5,40,4,36,620,0,0
4,35,5,40,4,36,621,0,0
4,35,5,40,4,36,622,0,0
4,35,5,40,4,36,623,0,0
4,35,5,40,4,36,624,0,0
4,35,5,40,4,36,625,0,0
4,35,5,40,4,36,626,0,0
4,35,5,40,4,36,627,0,0
4,35,5,40,4,36,628,0,0
4,35,5,40,4,36,629,0,0
4,35,5,40,4,36,630,0,0
4,35,5,40,4,36,631,0,0
4,35,5,42,4,36,632,0,0
4,35,5,40,4,36,633,0,0
4,35,5,40,4,36,634,0,0
4,35,5,40,4,36,635,0,0
4,35,5,40,4,36,636,0,0
4,35,5,40,4,36,637,0,0
4,35,5,40,4,36,638,0,0
4,35,5,40,4,36,639,0,0
4,35,5,40,4,36,640,0,0
4,35,5,40,4,36,641,0,0
4,35,5,40,4,36,642,0,0
4,35,5,40,4,36,643,0,0
4,35,5,40,4,36,644,0,0
4,35,5,40,4,36,645,0,0
4,35,5,40,4,36,646,0,0
4,35,5,40,4,36,647,0,0
4,35,5,40,4,36,648,0,0
4,35,5,40,4,36,649,0,0
4,35,5,40,4,36,650,0,0
4,35,5,40,4,36,651,0,0
4,35,5,40,4,36,652,0,0
4,35,5,40,4,36,653,0,0
4,35,5,40,4,36,654,0,0
4,35,5,40,4,36,655,0,0
4,35,5,40,4,36,656,0,0
4,35,5,40,4,36,657,0,0
4,35,5,40,4,36,658,0,0
4,35,5,40,4,36,659,0,0
4,35,5,40,4,36,660,0,0
4,35,5,40,4,36,661,0,0
4,35,5,40,4,36,662,0,0
4,35,5,40,4,36,663,0,0
4,35,5,40,4,36,664,0,0
4,35,5,40,4,36,665,0,0
4,35,5,40,4,36,666,0,0
4,35,5,40,4,36,667,0,0
4,35,5,40,4,36,668,0,0
4,35,5,40,4,36,669,0,0
4,35,5,40,4,36,670,0,0
4,35,5,40,4,36,671,0,0
4,35,5,40,4,36,672,0,0
4,35,5,40,4,36,673,0,0
4,35,5,40,4,36,674,0,0
4,35,5,40,4,36,675,0,0
4,35,5,40,4,36,676,0,0
4,35,5,40,4,36,677,0,0
4,35,5,40,5,49,678,0,0
5,44,6,52,5,46,679,0,0
5,44,6,55,5,49,680,0,0
5,44,6,55,5,49,681,0,0
5,48,6,55,5,49,682,0,0
5,48,6,55,5,49,683,0,0
5,48,6,55,5,49,684,0,0
5,48,6,55,5,49,685,0,0
5,48,6,55,5,49,686,0,0
5,48,6,55,5,49,687,0,0
5,48,6,55,5,49,688,0,0
5,48,6,55,5,49,689,0,0
5,48,6,55,5,49,690,0,0
5,48,6,55,5,49,691,0,0
5,48,6,55,5,49,692,0,0
5,48,6,55,5,49,693,0,0
5,48,6,55,5,49,694,0,0
5,48,6,55,5,49,695,0,0
5,48,6,55,5,49,696,0,0
5,48,6,55,5,49,697,0,0
5,48,6,55,5,49,698,0,0
5,48,6,55,5,49,699,0,0
5,48,6,55,5,49,700,0,0
5,48,6,55,5,49,701,0,0
5,48,6,55,5,49,702,0,0
5,48,6,55,5,49,703,0,0
5,44,6,55,5,49,704,0,0
5,44,6,55,5,46,705,0,0
5,44,6,55,5,46,706,0,0
5,44,6,55,5,46,707,0,0
5,44,6,55,5,46,708,0,0
5,44,6,55,5,46,709,0,0
5,56,7,73,8,248,710,0,0
6,56,7,73,7,88,711,0,0
6,56,7,69,8,75,712,0,0
6,56,7,69,8,69,713,0,0
6,56,7,69,7,69,714,0,0
6,56,7,65,7,65,715,0,0
6,56,7,65,7,65,716,0,0
6,52,7,65,7,65,717,0,0
6,52,7,65,7,65,718,0,0
6,52,7,65,7,112,719,0,0
7,67,9,117,11,123,720,0,0
11,99,13,158,11,134,721,0,0
8,67,9,102,8,56,722,0,0
4,31,4,34,4,36,723,0,0
4,31,4,34,4,36,724,0,0
4,31,4,33,4,36,725,0,0
4,31,4,33,4,36,726,0,0
4,33,4,33,4,36,727,0,0
4,33,4,33,4,36,728,0,0
4,33,4,33,4,36,729,0,0
4,33,4,26,3,23,730,0,0
3,27,3,24,4,28,731,0,0
3,27,3,28,4,28,732,0,0
3,25,3,24,3,27,733,0,0
3,25,3,24,3,27,734,0,0
3,25,3,24,3,27,735,0,0
3,25,3,24,3,27,736,0,0
3,25,3,24,3,27,737,0,0
3,25,3,24,3,30,738,0,0
4,31,3,26,3,28,739,0,0
4,35,4,31,4,30,740,0,0
4,27,3,25,4,30,741,0,0
3,27,3,24,4,30,742,0,0
3,25,3,23,4,30,743,0,0
3,25,3,23,4,28,744,0,0
3,25,3,22,3,27,745,0,0
3,27,3,23,3,27,746,0,0
3,23,3,23,3,27,747,0,0
3,23,3,22,4,28,748,0,0
3,23,3,21,4,28,749,0,0
3,23,3,21,3,27,750,0,0
3,22,3,21,3,27,751,0,0
3,22,3,21,3,27,752,0,0
3,22,3,21,3,27,753,0,0
3,22,3,21,3,27,754,0,0
3,22,3,21,3,27,755,0,0
3,22,3,21,3,27,756,0,0
3,22,3,21,3,27,757,0,0
3,22,3,21,3,26,758,0,0
3,22,3,21,3,26,759,0,0
3,22,3,21,3,26,760,0,0
3,22,3,21,3,26,761,0,0
3,22,3,21,3,26,762,0,0
3,22,3,21,3,26,763,0,0
3,22,3,21,3,24,764,0,0
3,22,3,21,3,24,765,0,0
3,22,3,21,3,24,766,0,0
3,22,3,21,3,24,767,0,0
3,22,3,21,3,24,768,0,0
3,22,3,21,3,24,769,0,0
3,22,3,20,3,24,770,0,0
3,22,3,20,3,24,771,0,0
3,22,3,21,3,24,772,0,0
3,22,3,21,3,24,773,0,0
3,22,3,20,3,24,774,0,0
