prop0,CO0,prop1,CO1,prop2,CO2,sequence,0,0
3,26,3,26,3,23,209,0,0
3,26,3,26,3,24,210,0,0
3,26,3,26,3,23,211,0,0
3,26,3,26,3,23,212,0,0
3,26,3,26,3,25,213,0,0
3,26,3,26,3,23,214,0,0
3,26,3,26,3,23,215,0,0
3,26,3,26,3,23,216,0,0
3,26,3,26,3,23,217,0,0
3,26,3,26,3,25,218,0,0
3,26,3,26,3,23,219,0,0
3,26,3,26,3,23,220,0,0
3,26,3,26,3,23,221,0,0
3,26,3,26,3,23,222,0,0
3,26,3,26,3,23,223,0,0
3,26,3,26,3,23,224,0,0
3,26,3,26,3,23,225,0,0
3,26,3,26,3,23,226,0,0
3,26,3,26,3,23,227,0,0
3,26,3,27,3,22,228,0,0
3,26,3,26,3,23,229,0,0
3,26,3,25,3,21,230,0,0
3,24,3,24,3,21,231,0,0
3,24,3,24,3,21,232,0,0
3,24,3,24,3,21,233,0,0
3,24,3,24,3,21,234,0,0
3,24,3,24,3,21,235,0,0
3,24,3,24,3,22,236,0,0
3,24,3,24,3,21,237,0,0
3,24,3,24,3,22,238,0,0
3,24,3,24,3,21,239,0,0
3,24,3,24,3,22,240,0,0
3,24,3,24,3,22,241,0,0
3,24,3,24,3,22,242,0,0
3,24,3,24,3,22,243,0,0
3,24,3,24,3,22,244,0,0
3,24,3,24,3,23,245,0,0
3,24,3,27,4,41,246,0,0
5,40,5,42,14,205,247,0,0
13,161,17,225,13,158,248,0,0
12,132,16,209,13,134,249,0,0
11,119,16,194,13,145,250,0,0
11,119,16,225,13,145,251,0,0
11,119,16,209,13,158,252,0,0
12,132,17,225,13,158,253,0,0
12,132,17,225,13,158,254,0,0
12,132,18,243,15,205,255,0,0
14,145,17,194,11,124,256,0,0
9,65,9,91,7,70,257,0,0
7,65,9,91,7,66,258,0,0
7,61,9,91,7,70,259,0,0
6,61,9,91,7,66,260,0,0
6,61,9,91,7,66,261,0,0
