prop0,CO0,prop1,CO1,prop2,CO2,sequence
3,26,3,26,3,22,147
3,24,3,26,3,22,148
3,24,3,26,3,22,149
3,24,3,26,3,22,150
3,26,3,26,3,22,151
3,26,3,26,3,22,152
3,24,3,26,3,22,153
3,26,3,26,3,22,154
3,26,3,26,3,22,155
3,24,3,26,3,22,156
3,26,3,26,3,22,157
3,24,3,26,3,22,158
3,26,3,26,3,22,159
3,24,3,26,3,22,160
3,26,3,26,3,22,161
3,24,3,26,3,22,162
3,24,3,26,3,22,163
3,26,3,26,3,22,164
3,26,3,26,3,22,165
3,24,3,26,3,22,166
3,26,3,26,3,22,167
3,26,3,26,3,22,168
3,26,3,26,3,22,169
3,24,3,26,3,22,170
3,26,3,26,3,22,171
3,24,3,26,3,22,172
3,24,3,26,3,22,173
3,26,3,26,3,22,174
3,26,3,26,3,22,175
3,24,3,26,3,22,176
3,26,3,26,3,22,177
3,24,3,26,3,22,178
3,26,3,26,3,22,179
3,24,3,26,3,22,180
3,26,3,26,3,22,181
3,26,3,26,3,22,182
3,24,3,26,3,22,183
3,26,3,26,3,22,184
3,24,3,26,3,22,185
3,24,3,26,3,22,186
3,26,3,26,3,22,187
3,26,3,26,3,22,188
3,24,3,26,3,22,189
3,26,3,26,3,22,190
3,26,3,26,3,22,191
3,24,3,26,3,22,192
3,26,3,26,3,22,193
3,24,3,26,3,22,194
3,24,3,26,3,22,195
3,24,3,26,3,22,196
3,24,3,26,3,22,197
3,24,3,26,3,22,198
3,26,3,26,3,22,199
3,26,3,26,3,22,200
3,26,3,26,3,22,201
3,24,3,26,3,22,202
3,26,3,26,3,22,203
3,26,3,26,3,22,204
3,26,3,26,3,22,205
3,24,3,25,3,22,206
3,26,3,26,3,22,207
3,26,3,26,3,23,208
3,26,3,26,3,23,209
3,26,3,26,3,23,210
3,26,3,26,3,24,211
3,26,3,26,3,23,212
3,26,3,26,3,23,213
3,26,3,26,3,25,214
3,26,3,26,3,23,215
3,26,3,26,3,23,216
3,26,3,26,3,23,217
3,26,3,26,3,23,218
3,26,3,26,3,25,219
3,26,3,26,3,23,220
3,26,3,26,3,23,221
3,26,3,26,3,23,222
3,26,3,26,3,23,223
3,26,3,26,3,23,224
3,26,3,26,3,23,225
3,26,3,26,3,23,226
3,26,3,26,3,23,227
3,26,3,26,3,23,228
3,26,3,27,3,22,229
3,26,3,26,3,23,230
3,26,3,25,3,21,231
3,24,3,24,3,21,232
3,24,3,24,3,21,233
3,24,3,24,3,21,234
3,24,3,24,3,21,235
3,24,3,24,3,21,236
3,24,3,24,3,22,237
3,24,3,24,3,21,238
3,24,3,24,3,22,239
3,24,3,24,3,21,240
3,24,3,24,3,22,241
3,24,3,24,3,22,242
3,24,3,24,3,22,243
3,24,3,24,3,22,244
3,24,3,24,3,22,245
3,24,3,24,3,23,246
3,24,3,27,4,41,247
5,40,5,42,14,205,248
13,161,17,225,13,158,249
12,132,16,209,13,134,250
11,119,16,194,13,145,251
11,119,16,225,13,145,252
11,119,16,209,13,158,253
12,132,17,225,13,158,254
12,132,17,225,13,158,255
12,132,18,243,15,205,256
14,145,17,194,11,124,257
9,65,9,91,7,70,258
7,65,9,91,7,66,259
7,61,9,91,7,70,260
6,61,9,91,7,66,261
6,61,9,91,7,66,262
3,24,3,26,3,22,263
3,24,3,26,3,22,264
3,26,3,26,3,22,265
3,26,3,26,3,22,266
3,26,3,26,3,22,267
3,24,3,26,3,22,268
3,26,3,26,3,22,269
3,26,3,26,3,22,270
3,26,3,26,3,22,271
3,24,3,25,3,22,272
3,26,3,26,3,22,273
3,26,3,26,3,23,274
3,26,3,26,3,23,275
3,26,3,26,3,23,276
3,26,3,26,3,24,277
3,26,3,26,3,23,278
3,26,3,26,3,23,279
3,26,3,26,3,25,280
3,26,3,26,3,23,281
3,26,3,26,3,23,282
3,26,3,26,3,23,283
3,26,3,26,3,23,284
3,26,3,26,3,25,285
3,26,3,26,3,23,286
3,26,3,26,3,23,287
3,26,3,26,3,23,288
3,26,3,26,3,23,289
3,26,3,26,3,23,290
3,26,3,26,3,23,291
3,26,3,26,3,23,292
3,26,3,26,3,23,293
3,26,3,26,3,23,294
3,26,3,27,3,22,295
3,26,3,26,3,23,296
3,26,3,25,3,21,297
3,24,3,24,3,21,298
3,24,3,24,3,21,299
3,24,3,24,3,21,300
3,24,3,24,3,21,301
3,24,3,24,3,21,302
3,24,3,24,3,22,303
3,24,3,24,3,21,304
3,24,3,24,3,22,305
3,24,3,24,3,21,306
3,24,3,24,3,22,307
3,24,3,24,3,22,308
3,24,3,24,3,22,309
3,24,3,24,3,22,310
3,24,3,24,3,22,311
3,24,3,24,3,23,312
3,24,3,27,4,41,313
5,40,5,42,14,205,314
13,161,17,225,13,158,315
12,132,16,209,13,134,316
11,119,16,194,13,145,317
11,119,16,225,13,145,318
11,119,16,209,13,158,319
12,132,17,225,13,158,320
12,132,17,225,13,158,321
12,132,18,243,15,205,322
14,145,17,194,11,124,323
9,65,9,91,7,70,324
7,65,9,91,7,66,325
7,61,9,91,7,70,326
6,61,9,91,7,66,327
6,61,9,91,7,66,328
6,61,9,91,7,66,329
6,61,9,91,7,66,330
6,61,9,91,7,66,331
6,61,9,91,7,66,332
6,61,9,91,7,66,333
6,61,9,91,7,66,334
6,61,9,91,7,66,335
6,61,9,91,7,66,336
6,61,9,91,7,66,337
6,61,9,91,7,66,338
6,61,9,91,7,66,339
6,61,9,91,7,66,340
6,61,9,91,7,70,341
6,65,9,91,7,70,342
7,65,9,91,7,70,343
7,65,9,91,7,70,344
7,65,9,91,7,70,345
7,65,9,91,7,70,346
7,65,9,91,7,70,347
7,65,10,102,8,92,348
8,83,12,130,8,86,349
9,99,13,158,11,115,350
9,99,14,169,11,134,351
9,99,14,169,11,115,352
9,91,12,130,9,99,353
8,83,12,130,9,99,354
8,83,12,130,9,99,355
8,83,12,130,9,99,356
8,83,12,138,9,99,357
9,91,12,138,9,99,358
8,91,12,138,9,99,359
9,91,12,138,9,99,360
9,91,12,138,9,99,361
8,83,12,130,9,99,362
8,83,12,130,9,99,363
8,83,12,130,9,99,364
8,83,12,130,9,99,365
9,83,12,138,9,99,366
9,91,12,138,9,99,367
9,91,12,138,9,99,368
9,91,12,138,9,99,369
9,91,12,138,9,99,370
9,91,12,138,9,99,371
9,91,12,138,9,99,372
9,91,12,138,9,99,373
9,91,12,138,9,106,374
9,91,13,148,10,106,375
9,91,13,158,10,106,376
9,91,13,148,10,106,377
9,91,12,138,10,106,378
9,91,13,148,10,106,379
9,91,12,138,9,99,380
9,91,13,148,10,106,381
9,91,13,148,10,106,382
9,91,13,148,10,106,383
9,91,13,138,9,99,384
9,91,13,148,10,106,385
9,91,13,148,10,106,386
9,91,12,138,9,99,387
9,91,13,148,10,106,388
9,91,13,148,10,99,389
9,91,13,148,10,106,390
9,91,13,148,10,106,391
9,91,13,138,10,106,392
9,91,13,148,9,99,393
9,91,13,148,10,106,394
9,91,13,148,10,106,395
9,91,13,148,10,106,396
9,91,12,138,10,106,397
9,91,13,148,10,106,398
9,91,13,138,10,106,399
9,91,13,148,10,106,400
9,91,13,148,10,106,401
9,91,12,138,10,106,402
9,91,12,138,10,106,403
9,91,12,138,10,106,404
9,91,13,148,9,99,405
9,91,13,148,9,99,406
9,91,13,148,10,106,407
9,91,13,148,10,99,408
9,91,13,148,9,99,409
9,91,13,148,10,106,410
9,91,13,148,10,115,411
9,91,13,148,10,106,412
9,91,13,148,9,99,413
9,91,13,138,9,106,414
9,91,12,138,11,115,415
9,91,12,148,11,115,416
9,99,13,158,10,115,417
9,91,13,158,11,106,418
9,91,13,138,10,115,419
9,99,13,158,11,106,420
9,99,13,148,11,115,421
9,91,12,138,10,115,422
9,91,13,148,11,115,423
9,91,13,158,10,115,424
9,99,13,148,11,115,425
9,109,14,181,11,124,426
9,99,14,169,11,106,427
9,99,13,158,11,106,428
9,99,13,148,11,106,429
9,91,13,158,11,115,430
9,99,13,148,11,115,431
9,99,13,158,10,115,432
9,99,13,158,11,115,433
9,99,13,158,11,115,434
9,99,13,158,11,115,435
9,99,13,148,11,115,436
9,99,14,169,11,124,437
9,99,14,158,11,124,438
9,99,14,158,11,115,439
9,99,14,169,11,115,440
9,99,14,158,10,115,441
9,99,13,158,11,115,442
9,91,12,138,9,106,443
9,91,12,148,10,106,444
9,91,13,158,11,115,445
9,99,13,158,11,106,446
9,99,13,148,11,115,447
9,91,12,158,10,106,448
9,91,12,138,9,99,449
9,91,12,130,9,99,450
9,83,12,138,9,99,451
9,91,12,138,9,99,452
9,91,12,130,9,99,453
9,83,12,138,9,92,454
9,83,12,130,9,92,455
9,83,12,130,9,92,456
9,83,12,130,9,99,457
9,91,12,130,9,99,458
9,83,12,130,9,99,459
9,83,12,130,9,99,460
9,83,11,122,9,92,461
9,83,12,130,9,99,462
9,83,12,130,9,99,463
9,83,12,130,9,99,464
9,83,12,122,9,99,465
9,83,11,122,9,99,466
9,83,12,130,9,99,467
9,83,12,130,9,99,468
9,83,12,130,9,99,469
9,83,11,122,9,92,470
9,83,12,122,9,92,471
9,83,12,130,9,99,472
9,91,12,138,9,99,473
9,91,12,148,10,106,474
9,91,12,138,10,106,475
9,91,12,138,9,99,476
9,91,12,148,10,106,477
9,91,13,138,9,106,478
9,91,13,148,10,106,479
9,91,12,138,10,99,480
9,91,12,138,10,106,481
9,91,12,138,9,99,482
6,56,8,77,7,62,483
6,56,8,77,6,62,484
6,56,8,73,6,58,485
6,56,8,73,6,58,486
6,56,8,73,6,58,487
6,52,8,70,6,55,488
6,52,7,70,6,55,489
6,52,7,70,6,55,490
6,52,7,70,6,55,491
6,52,7,70,6,55,492
6,52,7,70,6,52,493
5,49,7,63,6,52,494
5,49,7,63,6,52,495
5,49,7,63,6,52,496
5,49,7,63,6,52,497
5,49,7,63,6,52,498
5,49,7,63,6,52,499
5,49,7,63,6,52,500
5,49,7,63,6,52,501
5,49,7,63,6,52,502
5,49,7,63,6,52,503
5,49,7,63,5,49,504
5,49,7,63,6,49,505
5,49,7,63,6,52,506
5,49,7,63,6,52,507
5,49,7,63,6,52,508
5,49,7,63,5,52,509
5,49,7,63,5,52,510
5,49,7,63,5,52,511
5,49,7,63,5,49,512
5,49,7,63,5,49,513
5,49,7,63,5,49,514
5,49,7,63,5,49,515
5,49,7,63,5,49,516
5,49,7,63,5,49,517
5,49,7,63,5,52,518
5,49,7,63,5,49,519
5,49,7,63,5,49,520
5,49,7,63,6,49,521
5,49,7,63,5,49,522
5,49,6,63,5,49,523
5,49,7,60,5,49,524
5,49,7,63,5,49,525
5,49,7,60,5,49,526
5,49,7,63,5,49,527
5,49,7,60,5,49,528
5,49,7,63,5,49,529
5,49,7,63,5,49,530
5,49,6,63,5,49,531
5,49,6,60,5,49,532
5,49,7,63,5,49,533
5,49,7,60,6,49,534
5,49,7,63,5,49,535
5,49,7,60,5,49,536
5,49,7,63,5,49,537
5,49,7,60,5,49,538
5,49,7,63,5,49,539
5,49,7,60,5,49,540
5,49,7,63,5,52,541
5,49,7,63,5,49,542
5,49,6,60,5,52,543
5,49,6,60,5,49,544
5,49,6,60,5,49,545
5,49,6,63,5,52,546
5,49,7,63,6,52,547
5,49,7,63,5,49,548
5,49,6,63,5,49,549
5,49,6,60,5,49,550
5,49,7,63,5,52,551
5,49,7,60,5,49,552
5,49,6,63,5,49,553
5,49,6,60,5,49,554
5,49,6,60,5,49,555
5,49,7,60,5,49,556
5,49,6,60,6,49,557
5,49,6,60,5,49,558
5,49,6,63,6,49,559
5,49,6,60,5,52,560
5,49,6,60,6,52,561
5,49,6,60,6,49,562
5,49,6,60,5,52,563
5,49,6,60,5,49,564
5,49,6,63,5,52,565
5,49,6,63,5,49,566
5,49,6,60,6,49,567
5,49,6,63,5,49,568
5,49,6,63,5,49,569
5,49,7,60,6,49,570
5,49,6,60,6,49,571
5,49,6,60,5,49,572
5,49,6,63,5,49,573
5,49,7,60,5,49,574
5,49,7,60,5,49,575
5,49,7,63,5,52,576
5,49,6,60,5,49,577
5,49,6,60,5,49,578
5,49,7,60,5,49,579
5,49,6,60,5,49,580
5,49,6,60,5,49,581
5,49,6,60,5,49,582
5,49,6,60,5,49,583
5,49,6,60,5,49,584
5,49,6,60,5,49,585
5,49,6,60,5,49,586
5,49,6,60,5,49,587
5,49,6,60,5,49,588
5,49,6,60,5,49,589
5,49,6,60,5,49,590
5,49,6,60,5,49,591
5,49,6,60,5,49,592
5,49,6,60,5,49,593
5,49,6,60,5,49,594
5,49,6,60,5,49,595
5,49,6,60,5,49,596
5,49,6,60,5,49,597
5,49,6,60,5,49,598
5,49,6,60,5,49,599
5,49,6,60,5,49,600
5,49,6,60,5,49,601
5,49,6,60,5,49,602
5,49,6,60,5,49,603
5,49,6,60,5,49,604
5,49,6,60,5,49,605
5,49,6,60,5,49,606
5,49,6,60,5,49,607
5,49,6,60,5,49,608
5,49,6,60,5,49,609
5,49,6,60,5,49,610
5,49,6,60,5,49,611
5,49,6,60,5,49,612
5,49,6,60,5,49,613
5,49,6,60,5,49,614
5,49,6,60,5,49,615
5,49,6,60,5,49,616
5,49,6,60,5,49,617
5,49,6,60,5,49,618
5,49,6,60,5,49,619
5,49,6,60,5,49,620
5,49,6,60,5,49,621
5,49,6,60,5,49,622
5,49,6,60,5,49,623
5,49,6,60,5,49,624
5,49,6,60,5,49,625
5,49,6,60,5,49,626
5,49,6,60,5,49,627
5,49,6,60,5,49,628
5,49,6,60,5,49,629
5,49,6,60,5,49,630
5,49,7,60,5,49,631
5,49,6,60,5,49,632
5,49,6,60,5,49,633
5,49,6,60,5,49,634
5,49,6,60,5,49,635
5,49,6,60,5,49,636
5,49,6,60,5,49,637
5,49,6,60,5,49,638
5,49,6,60,5,49,639
5,49,6,60,5,49,640
5,49,6,60,5,49,641
5,49,6,60,5,49,642
